id,name,ingredient_type,core_ingredient_id,category,subcategory,is_core_raw,is_edible,review_status,usage_count,reason,edible,water,energy_kcal,energy_kj,protein,fat,cho,dietary_fiber,cholesterol,ash,vitamin_a,carotene,retinol,thiamin,riboflavin,niacin,vitamin_c,vitamin_e,ca,p,k,na,mg,fe,zn,se,cu,mn,nutrition_source,nutrition_match,quality,category_source,tcm_user,tcm_not_user,effects_json,suitable_groups_json,unsuitable_groups_json,aliases_json,parent_core_ids_json,child_core_ids_json
31,生菜,core_raw,31,蔬菜,叶菜,1,1,verified,65,核心原生食材,94,96.7,12,51,1.6,0.4,1.1,—,0,0.2,2,26,0,0.02,0.01,—,Tr,Tr,14,12,91,16.1,7,0.2,0.12,0.04,0.01,0.06,生菜［叶用莴苣］,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""幼儿"",""老人"",""老少兼宜"",""青少年""]",[],"[""几片生菜"",""数片生菜"",""生菜""]",[],[]
32,排骨,core_raw,32,畜肉,猪,1,1,verified,23,核心原生食材,68,58.8,264,1095,18.3,20.4,1.7,0.0,165,0.8,12,0,12,0.80,0.15,5.30,Tr,0.11,8,125,274,44.5,17,0.8,1.72,10.30,0.12,0.05,猪大排,alias,core,v2_strict_rule,,,"[""月经不调及健脾开胃调理"",""治皮肤疮疖"",""清热止咳"",""滋润皮肤"",""滋阴壮阳"",""美容"",""贫血""]","[""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""老人"",""青少年""]",[],"[""小排"",""排骨"",""猪排骨"",""肋排""]","[""4""]","[""260"",""339"",""404""]"
33,木耳,core_raw,33,菌菇藻类,菌菇,1,1,verified,364,核心原生食材,100,15.5,265,1107,12.1,1.5,65.6,29.9,0,5.3,8,100,0,0.17,0.44,2.50,—,11.34,247,292,757,48.5,152,97.4,3.18,3.72,0.32,8.86,木耳（干）［黑木耳，云耳］,alias,core,v2_strict_rule,,,"[""保护眼睛"",""小儿疳积"",""止咳"",""治下痢"",""消渴"",""润心肺"",""清洁肠胃"",""清热润燥"",""滋补"",""生津止渴"",""补五脏""]","[""产妇"",""儿童"",""哺乳期"",""婴儿"",""孕妇"",""小孩"",""甚至外國人"",""男女老少"",""老人"",""青少年""]",[],"[""一些木耳"",""一大碗木耳"",""一小碗黑木耳"",""五六大朵木耳"",""些许木耳"",""少量木耳"",""撮木耳"",""木耳"",""木耳丝"",""鲜木耳"",""黑木耳"",""－木耳""]",[],[]
34,燕麦,core_raw,34,谷物/坚果,小麦,1,1,verified,7,核心原生食材,100,10.2,338,1433,10.1,0.2,77.4,6.0,0,2.1,Tr,Tr,0,0.46,0.07,—,,0.91,58,342,356,2.1,116,2.9,1.75,—,0.21,3.91,燕麦,exact,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""幼儿"",""老人"",""老少兼宜"",""青少年""]",[],"[""燕麦"",""燕麦片""]",[],[]
35,黑芝麻,core_raw,35,谷物/坚果,坚果种子,1,1,verified,11,核心原生食材,100,5.7,559,2340,19.1,46.1,24.0,14.0,0,5.1,—,—,0,0.66,0.25,5.9,—,50.40,780,516,358,8.3,290,22.7,6.13,4.70,1.77,17.85,芝麻子（黑）,alias,core,v2_strict_rule,一般人均可食用适宜肝肾不足所致的眩晕、眼花、视物不清、腰酸腿软、耳鸣耳聋、发枯发落、头发早白之人食用；适宜妇女产后乳汁缺乏者食用；适宜身体虚弱、贫血、高脂血症、高血压病、老年哮喘、肺结核，以及荨麻疹，习惯性便秘者食用；适宜糖尿病、血小板减少性紫瘴、慢性神经炎、末梢神经麻痹、痔疮以及出血性素质者食用。,患有慢性肠炎、便溏腹泻者忌食；根据前人经验，男子阳痿、遗精者忌食。,"[""健脾宽中"",""益气养血""]","[""产妇"",""儿童"",""哺乳期"",""婴儿"",""孕妇"",""小孩"",""幼儿"",""老人"",""老少兼宜"",""青少年""]","[""腹泻便溏者"",""胃肠炎患者""]","[""黑芝麻""]",[],[]
36,白芝麻,core_raw,36,谷物/坚果,坚果种子,1,1,verified,105,核心原生食材,100,5.3,536,2244,18.4,39.6,31.5,9.8,0,5.2,—,—,0,0.36,0.26,3.8,—,38.28,620,513,266,32.2,202,14.1,4.21,4.06,1.41,1.17,芝麻子（白）,alias,core,v2_strict_rule,,,"[""月经不调及健脾开胃调理"",""贫血""]","[""产妇"",""儿童"",""全部人群"",""婴儿"",""孕妇"",""小孩"",""幼儿"",""老人"",""青少年""]",[],"[""一小撮白芝麻"",""一点点白芝麻"",""少量白芝麻"",""白芝麻""]",[],[]
37,猪里脊,core_raw,37,畜肉,猪,1,1,verified,102,核心原生食材,100,74.7,150,626,19.6,7.9,0.0,0.0,55,1.2,Tr,0,Tr,0.32,0.20,6.37,Tr,0.33,6,184,317,43.2,28,1.5,2.01,8.32,0.01,Tr,猪肉（里脊）,alias,core,v2_strict_rule,,,"[""补充能量""]","[""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""老人""]",[],"[""猪里脊"",""猪里脊肉"",""里脊"",""里脊肉""]","[""4""]",[]
38,核桃,core_raw,38,谷物/坚果,坚果种子,1,1,verified,7,核心原生食材,43,49.8,336,1406,12.8,29.9,6.1,4.3,0,1.4,—,—,0,0.07,0.14,1.40,10.0,41.17,—,—,—,—,—,—,—,—,—,—,核桃（鲜）,alias,core,v2_strict_rule,,,"[""对美容"",""抗老化"",""抗老化等都有助益"",""纳气平喘"",""补肾润肺""]","[""产妇"",""儿童"",""婴儿"",""孕妇"",""老人"",""老少兼宜""]",[],"[""核桃"",""核桃碎""]",[],[]
39,圣女果,core_raw,39,蔬菜,其他蔬菜,1,1,verified,8,核心原生食材,98,92.5,25,107,1.0,0.2,5.8,—,0,0.5,28,332,0,0.03,0.02,0.92,33.0,0.98,6,26,262,10.0,12,0.3,0.20,0.20,0.04,0.06,樱桃番茄［小西红柿］,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""老人"",""青少年""]",[],"[""几个圣女果"",""圣女果""]",[],[]
40,菠菜,core_raw,40,蔬菜,叶菜,1,1,verified,82,核心原生食材,89,91.2,28,116,2.6,0.3,4.5,1.7,0,1.4,243,2920,0,0.04,0.11,0.60,32.0,1.74,66,47,311,85.2,58,2.9,0.85,0.97,0.10,0.66,菠菜（鲜）［赤根菜］,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""幼儿"",""甚至外國人"",""男女老少"",""老人"",""青少年""]",[],"[""菠菜""]",[],[]
41,虾仁,core_raw,41,水产,虾,1,1,verified,215,核心原生食材,100,37.4,198,839,43.7,2.6,0.0,0.0,525,17.0,21,—,21,0.01,0.12,5.00,Tr,1.46,555,666,550,4891.9,236,11.0,3.82,75.40,2.33,0.77,虾米［海米、虾仁］,alias,core,v2_strict_rule,,,"[""壮腰健肾调理"",""温肾壮阳"",""益气补精"",""缩泉固精"",""肾调养补阳壮腰健肾益智补脑"",""补肾助阳"",""补虚养身调理""]","[""一般人均可使用"",""中老年人"",""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""幼儿"",""老人"",""青少年""]",[],"[""多个虾仁"",""少量虾仁"",""数个鲜虾仁"",""虾仁"",""鲜虾仁""]","[""590""]",[]
42,芒果,core_raw,42,水果,热带水果,1,1,verified,6,核心原生食材,60,90.6,35,146,0.6,0.2,8.3,1.3,0,0.3,75,897,0,0.01,0.04,0.30,23.0,1.21,—,11,138,2.8,14,0.2,0.09,1.44,0.06,0.20,芒果［抹猛果，望果］,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""老人"",""青少年""]",[],"[""芒果""]",[],[]
43,草莓,core_raw,43,水果,浆果,1,1,verified,3,核心原生食材,97,91.3,32,134,1.0,0.2,7.1,1.1,0,0.4,3,30,0,0.02,0.03,0.30,47.0,0.71,18,27,131,4.2,12,1.8,0.14,0.70,0.04,0.49,草莓［洋莓，凤阳草莓］,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""幼儿"",""老人""]",[],"[""草莓""]",[],[]
44,油菜,core_raw,44,蔬菜,叶菜,1,1,verified,78,核心原生食材,96,95.6,14,57,1.3,0.5,2.0,—,0,0.9,90,1083,0,0.02,0.05,0.55,—,Tr,148,23,175,73.7,25,0.9,0.31,0.73,0.03,0.23,油菜,alias,core,v2_strict_rule,"一般人均可食用。特别适宜患口腔溃疡、口角湿白、齿龈出血、牙齿松动、淤血腹痛、癌症患者。
",痧痘、孕早期妇女、目疾患者、小儿麻疹后期、疥疮、狐臭等慢性病患者要少食。,[],"[""产妇"",""儿童"",""婴儿"",""老人""]","[""孕妇"",""眼疾患者"",""皮肤病患者""]","[""一些油菜"",""上海青"",""油菜""]",[],[]
45,蔓越莓,core_raw,45,水果,浆果,1,1,verified,2,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""老人""]",[],"[""蔓越莓""]",[],[]
46,金针菇,core_raw,46,菌菇藻类,菌菇,1,1,verified,261,核心原生食材,100,90.2,32,133,2.4,0.4,6.0,2.7,0,1.0,3,30,0,0.15,0.19,4.10,2.0,1.14,—,97,195,4.3,17,1.4,0.39,0.28,0.14,0.10,金针菇（鲜）［智力菇］,alias,core,v2_strict_rule,1.一般人群均可食用。2.适合气血不足、营养不良的老人、儿童、癌症患者、肝脏病及胃、肠道溃疡、心脑血管疾病患者食用。,脾胃虚寒者金针菇不宜吃得太多。,[],"[""产妇"",""儿童"",""全部人群"",""婴儿"",""孕妇"",""小孩"",""老人""]","[""脾胃虚寒者""]","[""/金针菇"",""一半金针菇"",""一小金针菇"",""金针菇"",""－把金针菇""]",[],[]
47,紫薯,core_raw,47,薯芋,薯类,1,1,verified,15,核心原生食材,86,72.6,106,444,1.4,0.2,25.2,1.0,0,0.6,18,220,0,0.07,0.04,0.60,24.0,0.43,24,46,174,58.2,17,0.8,0.22,0.63,0.16,0.21,甘薯（白心）［红皮山芋］,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""幼儿"",""老人"",""老少兼宜"",""青少年""]",[],"[""紫薯""]",[],[]
48,韭菜,core_raw,48,蔬菜,葱蒜,1,1,verified,122,核心原生食材,90,92.0,25,102,2.4,0.4,4.5,—,0,0.7,133,1596,0,0.04,0.05,0.86,2.0,0.57,44,45,241,5.8,24,0.7,0.25,1.33,0.05,0.21,韭菜,alias,core,v2_strict_rule,一般人群均能食用。适宜便秘、产后乳汁不足女性、寒性体质等人。,多食会上火且不易消化，因此阴虚火旺、有眼病和胃肠虚弱的人不宜多食。,"[""双补阴阳"",""滋阴壮阳"",""益气"",""补肝肾"",""补肾强体""]","[""产妇"",""儿童"",""婴儿"",""孕妇"",""幼儿"",""老人"",""青少年""]","[""阴虚火旺者"",""消化功能不良者""]","[""一小扎韭菜"",""少量韭菜"",""韭菜""]",[],[]
49,红椒,core_raw,49,蔬菜,瓜果,1,1,verified,207,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,"[""开胃"",""营养丰富"",""补肾养血""]","[""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""幼儿"",""老人"",""青少年""]",[],"[""/红椒"",""少量红椒"",""少量红椒末"",""红椒"",""红椒丁"",""红椒丝"",""鲜红椒""]",[],[]
50,红辣椒,core_raw,50,蔬菜,瓜果,1,1,verified,169,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""老人""]",[],"[""/红辣椒"",""一点点红辣椒"",""少量红辣椒"",""数个新鲜红辣椒"",""红辣椒"",""红辣椒丁"",""红辣椒丝"",""鲜红辣椒""]",[],[]
51,罗勒,core_raw,51,蔬菜,叶菜,1,1,verified,17,核心原生食材,100,88.4,26,108,3.8,,4.6,3.9,0,—,410,2460,0,—,—,—,5.0,0.00,285,65,576,5.7,106,4.4,0.52,—,0.91,0.68,罗勒［兰香］,exact,core,v2_strict_rule,,,[],"[""儿童"",""孕妇"",""老人""]",[],"[""几片罗勒"",""罗勒"",""罗勒叶"",""罗勒碎""]",[],[]
52,蛋清,core_raw,52,蛋类,其他蛋类,1,1,verified,96,核心原生食材,100,84.4,60,254,11.6,0.1,3.1,0.0,—,0.8,—,—,—,0.04,0.31,0.20,Tr,0.01,9,18,132,79.4,15,1.6,0.02,6.97,0.05,0.02,鸡蛋白,alias,core,v2_strict_rule,,,"[""养筋益气"",""增进食欲"",""开胃助食"",""理胃消食""]","[""产妇"",""儿童"",""均可"",""婴儿"",""孕妇"",""小孩"",""幼儿"",""老人"",""青少年""]",[],"[""/蛋清"",""一点点蛋清"",""少量蛋清"",""蛋清"",""蛋白"",""鸡蛋清"",""鸡蛋白""]",[],[]
53,西兰花,core_raw,53,蔬菜,其他蔬菜,1,1,verified,159,核心原生食材,83,91.6,27,111,3.5,0.6,3.7,—,0,0.6,13,151,0,0.06,0.08,0.73,56.0,0.76,50,61,179,46.7,22,0.9,0.46,0.43,0.03,0.16,西兰花［绿菜花］,alias,core,v2_strict_rule,,,[],"[""中年人"",""产妇"",""儿童"",""全部人群"",""哺乳期"",""婴儿"",""孕妇"",""小孩"",""小孩子"",""年轻人"",""幼儿"",""老人"",""老年人""]",[],"[""/西兰花"",""一小朵西兰花"",""少量西兰花"",""朵西兰花"",""西兰花"",""／西兰花""]",[],[]
54,红豆,core_raw,54,豆类,杂豆,1,1,verified,10,核心原生食材,100,12.6,324,1357,20.2,0.6,63.4,7.7,0,3.2,7,80,0,0.16,0.11,2.00,—,14.36,74,305,860,2.2,138,7.4,2.20,3.80,0.64,1.33,赤小豆（干）［小豆，红小豆］,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""老人"",""老少兼宜""]",[],"[""红豆""]",[],[]
55,蓝莓,core_raw,55,水果,浆果,1,1,verified,1,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""老人""]",[],"[""蓝莓""]",[],[]
56,苹果,core_raw,56,水果,仁果,1,1,verified,17,核心原生食材,85,86.1,53,227,0.4,0.2,13.7,1.7,0,0.2,4,50,0,0.02,0.02,0.20,3.0,0.43,4,7,83,1.3,4,0.3,0.04,0.10,0.07,0.03,苹果（代表值）,alias,core,v2_strict_rule,一般人群均可食用。慢性胃炎、消化不良、气滞不通者，便秘、慢性腹泻、神经性结肠炎，高血压、膏血脂和肥胖患者，癌症患者、贫血和维生素缺乏者尤其适合。准妈妈每天吃个苹果可以减轻孕期反应。,肾炎和糖尿病患者不宜多吃。,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""老人""]","[""糖尿病患者"",""肾病患者""]","[""苹果""]",[],[]
57,枸杞,core_raw,57,蔬菜,其他蔬菜,1,1,verified,128,核心原生食材,49,87.8,47,197,5.6,1.1,4.5,1.6,0,1.0,592,3550,0,0.08,0.32,1.30,58.0,2.99,36,32,170,29.8,74,2.4,0.21,0.35,0.21,0.37,枸杞菜（鲜）［枸杞，地骨］,exact,core,v2_strict_rule,,,"[""体倦乏力"",""健脾宽中"",""健脾强胃"",""利小便"",""抗早衰"",""最消毒热"",""清热祛火"",""清肝明目"",""滋补肝肾"",""滋阴养血"",""益气养血"",""益精气"",""益精补气"",""益肺固肾"",""荣脑益智"",""补肾填髓"",""补肾益气"",""退疮肿"",""适于中气虚弱"",""降脂降压"",""除水肿""]","[""产妇"",""儿童"",""哺乳期"",""婴儿"",""孕妇"",""小孩"",""幼儿"",""老人"",""青少年""]",[],"[""少量枸杞"",""杞子"",""枸杞"",""枸杞子""]",[],[]
58,羊肉,core_raw,58,畜肉,羊,1,1,verified,55,核心原生食材,100,72.5,139,581,18.5,6.5,1.6,0.0,82,1.0,8,0,8,0.07,0.16,4.41,Tr,0.48,16,161,300,89.9,23,3.9,3.52,5.95,0.13,0.06,羊肉（代表值，fat7g）,alias,core,v2_strict_rule,,,"[""丰体泽肤"",""健脾开胃"",""养血祛风"",""抵御寒冷"",""暖胃\\补肾"",""暖腰膝"",""温经止痛"",""滋补肝肾"",""益精气"",""脾胃消化"",""营养丰富"",""补肾助阳"",""补肾阳"",""补虚劳""]","[""产妇"",""儿童"",""婴儿"",""孕妇"",""老人""]",[],"[""一小碗羊肉"",""羊肉"",""羊肉丝"",""羊肉卷"",""羊肉片""]",[],"[""140"",""250"",""306""]"
59,萝卜,core_raw,59,蔬菜,根茎,1,1,verified,83,核心原生食材,95,94.6,16,67,0.7,0.1,4.0,—,0,0.6,Tr,Tr,0,0.02,0.01,0.14,19.0,Tr,47,16,167,54.3,12,0.2,0.14,0.12,0.01,0.05,白萝卜（鲜）［莱菔］,alias,core,v2_strict_rule,,,"[""主要治疗慢性胃炎肝气犯胃型"",""利小便"",""和胃行气"",""壮腰膝"",""强身体"",""最消毒热"",""补肾气"",""退疮肿"",""除水肿""]","[""产妇"",""儿童"",""哺乳期"",""孕妇"",""老人"",""青少年""]",[],"[""/萝卜"",""萝卜"",""／萝卜""]",[],[]
60,豌豆,core_raw,60,蔬菜,鲜豆,1,1,verified,57,核心原生食材,42,70.2,111,465,7.4,0.3,21.2,3.0,0,0.9,18,220,0,0.43,0.09,2.30,14.0,1.21,21,127,332,1.2,43,1.7,1.29,1.74,0.22,0.65,豌豆（带荚，鲜）［回回豆］,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""幼儿"",""老人"",""青少年""]",[],"[""一小盒豌豆"",""一小碗豌豆"",""碗豌豆"",""豌豆"",""豌豆片""]",[],[]
61,香蕉,core_raw,61,水果,热带水果,1,1,verified,7,核心原生食材,59,75.8,93,389,1.4,0.2,22.0,1.2,0,0.6,5,60,0,0.02,0.04,0.70,8.0,0.24,7,28,256,0.8,43,0.4,0.18,0.87,0.14,0.65,香蕉［甘蕉］,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""幼儿"",""老人""]",[],"[""香蕉""]",[],[]
62,欧芹,core_raw,62,蔬菜,根茎,1,1,verified,5,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""儿童"",""老人""]",[],"[""欧芹"",""欧芹碎""]",[],[]
63,白萝卜,core_raw,63,蔬菜,根茎,1,1,verified,101,核心原生食材,95,94.6,16,67,0.7,0.1,4.0,—,0,0.6,Tr,Tr,0,0.02,0.01,0.14,19.0,Tr,47,16,167,54.3,12,0.2,0.14,0.12,0.01,0.05,白萝卜（鲜）［莱菔］,alias,core,v2_strict_rule,一般人都可食用。,萝卜性偏寒凉而利肠，脾虚泄泻者慎食或少食；时胃溃疡、十二指肠溃疡、慢性胃炎、单纯甲状腺肿、先兆流产、子宫脱垂等患者忌吃。,[],"[""产妇"",""儿童"",""哺乳期"",""婴儿"",""小孩"",""老人"",""青少年""]","[""孕妇"",""腹泻便溏者"",""胃溃疡患者"",""胃肠炎患者"",""甲状腺疾病患者""]","[""一些白萝卜"",""白萝卜"",""白萝卜丝""]",[],[]
64,糯米,core_raw,64,谷物/坚果,稻米,1,1,verified,53,核心原生食材,100,12.6,350,1464,7.3,1.0,78.3,0.8,0,0.8,0,0,0,0.11,0.04,2.30,0,1.29,26,113,137,1.5,49,1.4,1.54,2.71,0.25,1.54,糯米［江米］,alias,core,v2_strict_rule,一般人群都能食用，适宜体虚自汗、盗汗、多汗、血虚头晕眼花、脾虚腹泻之人食用；适宜肺结核、神经衰弱、病后产后之人食用。,凡湿热痰火偏盛之人忌食；发热、咳嗽痰黄、黄疸、腹胀之人忌食；糖尿病患者不食或少食；另外由于糯米极柔黏，难以消化，脾胃虚弱者不宜多食。,"[""养血强身。"",""补脾和胃""]","[""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""幼儿"",""老人"",""老少兼宜"",""青少年""]","[""糖尿病患者"",""咳嗽患者"",""湿热痰湿体质者""]","[""糯米"",""－泡发糯米－""]",[],[]
65,青豆,core_raw,65,蔬菜,鲜豆,1,1,verified,36,核心原生食材,53,69.6,131,550,13.1,5.0,10.5,4.0,0,1.8,11,130,0,0.15,0.07,1.40,27.0,2.44,135,188,478,3.9,70,3.5,1.73,2.48,0.54,1.20,毛豆（鲜）［青豆，菜用大豆］,exact,core,v2_strict_rule,一般人群均可食用。,一般人群均可食用。,"[""健脾补虚"",""气血双补"",""益气增肥"",""补虚养身""]","[""产妇"",""儿童"",""婴儿"",""孕妇"",""幼儿"",""老人"",""青少年""]",[],"[""一小撮青豆"",""青豆""]",[],[]
66,肥牛,core_raw,66,畜肉,牛,1,1,verified,78,核心原生食材,100,69.8,160,669,20.0,8.7,0.5,0.0,58,1.1,3,0,3,0.04,0.11,4.15,Tr,0.68,5,182,212,64.1,22,1.8,4.70,3.15,0.05,0.03,牛肉（代表值，fat9g）,alias,core,v2_strict_rule,,,[],"[""孕妇"",""老人""]",[],"[""/肥牛"",""肥牛"",""肥牛卷"",""肥牛片""]",[],[]
67,菠萝,core_raw,67,水果,热带水果,1,1,verified,25,核心原生食材,68,88.4,44,182,0.5,0.1,10.8,1.3,0,0.2,2,20,0,0.04,0.02,0.20,18.0,—,12,9,113,0.8,8,0.6,0.14,0.24,0.07,1.04,菠萝［凤梨，地菠萝］,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""老人"",""青少年""]",[],"[""/菠萝"",""菠萝"",""菠萝块""]",[],[]
68,海带,core_raw,68,菌菇藻类,藻类,1,1,verified,46,核心原生食材,100,94.4,13,55,1.2,0.1,2.1,0.5,0,2.2,—,—,0,0.02,0.15,1.30,Tr,1.85,46,22,246,8.6,25,0.9,0.16,9.54,—,0.07,海带（鲜）［江白菜］,alias,core,v2_strict_rule,,,"[""利小便"",""最消毒热"",""退疮肿"",""除水肿""]","[""中年人"",""产妇"",""儿童"",""哺乳期"",""婴儿"",""孕妇"",""小孩子"",""年轻人"",""老人"",""老年人""]",[],"[""海带"",""海带丝""]",[],[]
69,西葫芦,core_raw,69,蔬菜,其他蔬菜,1,1,verified,62,核心原生食材,73,94.9,19,79,0.8,0.2,3.8,0.6,0,0.3,3,30,0,0.01,0.03,0.20,6.0,0.34,15,17,92,5.0,9,0.3,0.12,0.28,0.03,0.04,西葫芦,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""老人""]",[],"[""/西葫芦"",""葫芦"",""西葫芦""]",[],[]
70,娃娃菜,core_raw,70,蔬菜,叶菜,1,1,verified,109,核心原生食材,89,94.4,20,82,1.6,0.2,3.4,0.9,0,0.7,7,80,0,0.05,0.04,0.65,37.5,0.36,57,33,134,68.9,12,0.8,0.46,0.57,0.06,0.19,大白菜（代表值）,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""哺乳期"",""婴儿"",""孕妇"",""老人""]",[],"[""/娃娃菜"",""娃娃菜""]",[],[]
71,鸡翅,core_raw,71,禽肉,鸡,1,1,verified,70,核心原生食材,69,63.3,202,842,19.0,11.5,5.5,0.0,81,0.7,28,0,28,Tr,0.05,4.36,Tr,0.44,8,94,205,50.8,17,0.9,0.42,8.72,Tr,0.01,鸡翅,exact,core,v2_strict_rule,,,"[""提神醒脑"",""补益气血""]","[""产妇"",""儿童"",""孕妇"",""老人"",""老少兼宜""]",[],"[""几个鸡翅"",""鸡全翅"",""鸡翅""]","[""24""]","[""105"",""141"",""241""]"
72,蛋黄,core_raw,72,蛋类,其他蛋类,1,1,verified,5,核心原生食材,100,51.5,328,1360,15.2,28.2,3.4,0.0,1510,1.7,438,—,438,0.33,0.29,0.10,Tr,5.06,112,240,95,54.9,41,6.5,3.79,27.01,0.28,0.06,鸡蛋黄,alias,core,v2_strict_rule,,,"[""健脑增智"",""养血安胎止痛"",""补肾明目""]","[""产妇"",""儿童"",""婴儿"",""孕妇"",""小孩"",""幼儿"",""老人""]",[],"[""蛋黄"",""鸡蛋黄""]",[],[]
73,芋头,core_raw,73,蔬菜,其他蔬菜,1,1,verified,28,核心原生食材,88,85.0,56,236,1.3,0.2,12.7,1.0,0,0.8,1,14,0,0.05,0.02,0.28,1.5,Tr,11,50,25,5.5,19,0.3,0.19,0.91,0.06,0.30,芋头［芋艿、毛芋］,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""老人""]",[],"[""/芋头"",""芋头""]",[],[]
